squadra,totale_gol,totale_gol_subiti,media_gol_segnati,media_gol_subiti,totale_partite,vittorie,pareggi,sconfitte,% vittorie,% pareggi,% sconfitte,differenza_reti,punti,anno
Inter,89,22,2.3421052631578947,0.5789473684210527,38,29,7,2,76.31578947368422,18.421052631578945,5.263157894736842,67,94,2024
Milan,76,49,2.0,1.2894736842105263,38,22,9,7,57.89473684210527,23.684210526315788,18.421052631578945,27,75,2024
Juventus,54,31,1.4210526315789473,0.8157894736842105,38,19,14,5,50.0,36.84210526315789,13.157894736842104,23,71,2024
Atalanta,72,42,1.894736842105263,1.105263157894737,38,21,6,11,55.26315789473685,15.789473684210526,28.947368421052634,30,69,2024
Bologna,54,32,1.4210526315789473,0.8421052631578947,38,18,14,6,47.368421052631575,36.84210526315789,15.789473684210526,22,68,2024
Roma,65,46,1.7105263157894737,1.2105263157894737,38,18,9,11,47.368421052631575,23.684210526315788,28.947368421052634,19,63,2024
Lazio,49,39,1.2894736842105263,1.0263157894736843,38,18,7,13,47.368421052631575,18.421052631578945,34.21052631578947,10,61,2024
Fiorentina,61,46,1.605263157894737,1.2105263157894737,38,17,9,12,44.73684210526316,23.684210526315788,31.57894736842105,15,60,2024
Napoli,55,48,1.4473684210526316,1.263157894736842,38,13,14,11,34.21052631578947,36.84210526315789,28.947368421052634,7,53,2024
Torino,36,36,0.9473684210526315,0.9473684210526315,38,13,14,11,34.21052631578947,36.84210526315789,28.947368421052634,0,53,2024
Genoa,45,45,1.1842105263157894,1.1842105263157894,38,12,13,13,31.57894736842105,34.21052631578947,34.21052631578947,0,49,2024
Monza,39,51,1.0263157894736843,1.3421052631578947,38,11,12,15,28.947368421052634,31.57894736842105,39.473684210526315,-12,45,2024
Lecce,32,54,0.8421052631578947,1.4210526315789473,38,8,14,16,21.052631578947366,36.84210526315789,42.10526315789473,-22,38,2024
Verona,38,51,1.0,1.3421052631578947,38,9,11,18,23.684210526315788,28.947368421052634,47.368421052631575,-13,38,2024
Udinese,37,53,0.9736842105263158,1.394736842105263,38,6,19,13,15.789473684210526,50.0,34.21052631578947,-16,37,2024
Empoli,29,54,0.7631578947368421,1.4210526315789473,38,9,9,20,23.684210526315788,23.684210526315788,52.63157894736842,-25,36,2024
Cagliari,42,68,1.105263157894737,1.7894736842105263,38,8,12,18,21.052631578947366,31.57894736842105,47.368421052631575,-26,36,2024
Frosinone,44,69,1.1578947368421053,1.8157894736842106,38,8,11,19,21.052631578947366,28.947368421052634,50.0,-25,35,2024
Sassuolo,43,75,1.131578947368421,1.9736842105263157,38,7,9,22,18.421052631578945,23.684210526315788,57.89473684210527,-32,30,2024
Salernitana,32,81,0.8421052631578947,2.1315789473684212,38,2,11,25,5.263157894736842,28.947368421052634,65.78947368421053,-49,17,2024
